TysonZip,Address1,Address2,Availability,Price,Beds,Baths,Sqft
79108,"7200 Navajo Rd, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,180000,3,2,1344
79108,"11101 N Western St, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,889000,3,2,2798
79108,"308 E Bonita Ave, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,89900,2,1,720
79108,"1800 Fox Hunt Ave, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,231976,3,2,1361
79108,"Raef Tract Zt # 14, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,44900,,,
79108,"504 506 W Cliffside, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,156000,,,1132
79108,"E Uh 60 Tract Zt # 24, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,50824,,,
79108,"505 Kelly Pl, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,229900,3,2,1670
79108,"2701 Snowball Trl, Amarillo, TX 79108","Amarillo, TX 79108",Pending,100000,3,2,1344
79108,"5101 Cord St, Amarillo, TX 79108","Amarillo, TX 79108",Pending,115000,3,2,1056
79108,"1801 Fox Hunt Ave, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,264301,4,2,1722
79108,"8605 Bluebonnet Dr, Amarillo, TX 79108","Amarillo, TX 79108",Pending,149000,3,1,1000
79108,"1806 Coke Ln, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,25000,,,
79108,"4221 Hilltop Dr, Amarillo, TX 79108","Amarillo, TX 79108",Pending,194500,3,2.5,1911
79108,"1700 Fox Hunt Ave, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,256962,3,2,1584
79108,"2418 Brixton Dr, Amarillo, TX 79108","Amarillo, TX 79108",Pending,89000,3,2,1680
79108,"11501 Aires Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,79900,,,
79108,"9051-9061 Triangle Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,499900,,,
79108,"6675 Pavillard Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,325000,,,
79108,"5218 Slope Dr, Amarillo, TX 79108","Amarillo, TX 79108",Pending,179900,2,2,1676
79108,"1409 Heidi Ln, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,25000,,,
79108,"3800 N Parsley Rd, Amarillo, TX 79108","Amarillo, TX 79108",Pending,299900,3,2,1404
79108,"Half Circle Rnch S, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,5380500,,,
79108,"4818 Morning Dr, Amarillo, TX 79108","Amarillo, TX 79108",Pending,279500,3,2,1731
79108,"1804 Fox Hunt Ave, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,263850,3,2,1722
79108,"1705 Fox Hunt Ave, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,267701,3,2,1722
79108,"Broadway Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,120000,,,
79108,"221 Sagebrush Ave, Amarillo, TX 79108","Amarillo, TX 79108",Pending,285000,3,2,1712
79108,"1703 Fox Hunt Ave, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,268551,4,2,1767
79108,"535 W Colorado Ave, Amarillo, TX 79108","Amarillo, TX 79108",Pending,139000,2,2,1442
79108,"E Uh 60 Tract Zt # 23, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,73467,,,
